"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.134717554E0	1.905505732E-2	1.270379126E-2	4.264354706E-2	4.840406623E-2
6.144717554E0	1.378935575E-2	7.601693273E-3	6.419467926E-2	6.609757120E-2
6.154717554E0	8.408796042E-3	-4.588097334E-3	7.377243042E-2	7.439173326E-2
6.164717554E0	-1.371562853E-2	-1.428724825E-2	6.180000305E-2	6.489594984E-2
6.174717354E0	-1.123320311E-2	-1.663601398E-2	6.180000305E-2	6.497832093E-2
6.184717354E0	-1.127716154E-2	-1.654860377E-2	6.179809570E-2	6.496179871E-2
6.194717354E0	-1.655122265E-2	1.727050543E-2	5.700206757E-2	6.181786987E-2
6.204717354E0	-1.647092402E-2	2.682250738E-2	5.939769745E-2	6.722220394E-2
6.214717354E0	2.639289945E-3	5.737394094E-4	7.136631012E-2	7.141740158E-2
6.224717354E0	3.491230309E-4	4.951968789E-3	5.222034454E-2	5.245577438E-2
6.234717554E0	-4.482604563E-3	-6.975516677E-3	4.982566833E-2	5.051087805E-2
6.244717554E0	7.793828845E-3	-1.453033090E-2	5.941009521E-2	6.165576776E-2
6.254717554E0	1.254794002E-2	-9.715810418E-3	6.898689270E-2	7.078869355E-2
6.264717554E0	1.495109126E-2	4.675924778E-3	5.701446533E-2	5.912739348E-2
6.274717554E0	7.970284671E-3	4.714205861E-3	4.265022278E-2	4.364390768E-2
6.284717354E0	5.541775376E-3	2.346098423E-3	6.180286407E-2	6.209516455E-2
6.294717354E0	-1.120962203E-2	9.687155485E-3	6.180000305E-2	6.355105809E-2
6.304717354E0	-6.447769701E-3	-4.581645131E-3	4.503917694E-2	4.572846669E-2
6.314717354E0	7.873464376E-3	-4.494264722E-3	6.658458710E-2	6.719893671E-2
6.324717354E0	-1.676958054E-3	1.708926260E-2	5.461406708E-2	5.724990312E-2
6.334717354E0	-8.903700858E-3	9.994089603E-3	6.897735596E-2	7.026402601E-2
6.344717354E0	-8.945114911E-3	1.469445229E-2	7.137298584E-2	7.341692663E-2
6.354717354E0	-6.471764296E-3	-2.043694258E-4	7.138156891E-2	7.167463903E-2
6.364717354E0	-1.412689686E-3	8.938133717E-3	5.702590942E-2	5.773941697E-2
6.374717554E0	-6.235562265E-3	-1.258355379E-2	5.942058563E-2	6.105762900E-2
6.384717554E0	-1.054665074E-2	-3.201305866E-3	5.703163147E-2	5.808689344E-2
6.394717554E0	-1.058959216E-2	-3.157660365E-3	5.703067780E-2	5.809138052E-2
6.404717554E0	-1.058003306E-2	-1.989029348E-2	5.224227905E-2	5.689302765E-2
6.414717554E0	8.965533227E-3	1.926749945E-3	6.181621552E-2	6.249270079E-2
6.424717354E0	4.203919321E-3	9.145170450E-3	4.984474182E-2	5.085081482E-2
6.434717354E0	-6.193667650E-4	-2.434760332E-2	7.139110565E-2	7.543128906E-2
6.444717354E0	-5.718469620E-4	-7.122173905E-3	5.222988129E-2	5.271634347E-2
6.454717354E0	9.077150375E-3	-3.477931023E-5	7.138538361E-2	7.196018942E-2
6.464717354E0	1.867967099E-2	2.438813448E-3	5.701923370E-2	6.005056978E-2
6.474717354E0	-5.987469107E-3	-6.674602628E-3	7.616043091E-2	7.668644823E-2
6.484717554E0	3.598287702E-3	5.322918296E-3	7.855415344E-2	7.881647135E-2
6.494717554E0	8.757226169E-4	-6.310492754E-3	5.460453033E-2	5.497493922E-2
6.504717554E0	8.846670389E-4	-6.283983588E-3	4.742145538E-2	4.784417954E-2
6.514717554E0	-1.551505178E-3	1.996414363E-2	6.418228149E-2	6.723346977E-2
6.524717554E0	5.658052862E-3	2.718253434E-2	5.699920654E-2	6.340199746E-2
6.534717354E0	3.221858293E-3	1.512324810E-2	6.897258759E-2	7.068458702E-2
6.544717354E0	7.739845663E-3	-1.667171717E-2	6.898212433E-2	7.138896862E-2
6.554717354E0	-1.384170726E-2	1.208488643E-2	4.982852936E-2	5.310856501E-2
6.564717354E0	7.723800838E-3	2.605408430E-3	4.024982452E-2	4.106694080E-2
6.574717354E0	-9.008653462E-3	-9.329810739E-3	7.137298584E-2	7.254174187E-2
6.584717354E0	1.244363934E-2	1.458452642E-2	5.221939087E-2	5.562748739E-2
6.594717354E0	1.012973487E-2	2.413655818E-2	4.743289948E-2	5.417623946E-2
6.604717354E0	7.461458445E-3	1.654663682E-2	3.786087036E-2	4.198702248E-2
6.614717354E0	-2.585139126E-3	-1.772433519E-2	6.899738312E-2	7.128445749E-2
6.624717554E0	2.222318202E-3	8.577436209E-3	6.660270691E-2	6.718952059E-2
6.634717554E0	1.170166209E-2	-8.954852819E-4	5.223560333E-2	5.353773478E-2
6.644717554E0	2.129886858E-2	-2.247749269E-2	8.096599579E-2	8.668547718E-2
6.654717554E0	6.328474730E-3	1.349709928E-2	6.420326233E-2	6.591115365E-2
6.664717554E0	-1.813857630E-2	-1.045238972E-2	4.744148254E-2	5.185513154E-2
6.674717354E0	5.014389753E-4	-5.234479904E-4	4.503917694E-2	4.504500969E-2
6.684717354E0	-2.140837535E-2	-2.477914095E-4	5.939674377E-2	6.313757286E-2
6.694717354E0	-6.623417139E-3	1.664090157E-2	4.982089996E-2	5.294252858E-2
6.704717354E0	-1.564246789E-2	9.150832891E-3	5.222225189E-2	5.527737455E-2
6.714717354E0	6.046861410E-3	1.157402992E-2	6.179904938E-2	6.316363832E-2
6.724717354E0	1.074739546E-2	-5.098879337E-3	8.334636688E-2	8.419098498E-2
6.734717554E0	-3.554970026E-3	3.935664892E-3	6.420135498E-2	6.442003765E-2
6.744717554E0	1.425970346E-3	-8.488073945E-3	6.181621552E-2	6.241254114E-2
6.754717554E0	1.506283879E-3	-8.512839675E-3	6.181716919E-2	6.241874508E-2
6.764717554E0	6.258428097E-3	1.319260895E-2	6.420898438E-2	6.584836010E-2
6.774717554E0	3.776777536E-3	-3.479987383E-3	5.463027954E-2	5.487113816E-2
6.784717354E0	-3.336276859E-3	-1.297676563E-2	6.659984589E-2	6.793428193E-2
6.794717354E0	-1.522735506E-2	1.094037294E-2	6.659984589E-2	6.918889777E-2
6.804717354E0	-3.299690783E-3	-5.775526166E-3	4.744625092E-2	4.791024304E-2
6.814717354E0	6.313495338E-3	6.213963032E-3	8.575344086E-2	8.620978006E-2
6.824717354E0	-9.217448533E-4	-2.001738548E-2	5.223178864E-2	5.594376712E-2
6.834717354E0	-7.965352386E-3	-1.926061511E-2	6.897926331E-2	7.205939841E-2
6.844717354E0	-1.997001097E-2	1.184627414E-2	6.897926331E-2	7.278237640E-2
6.854717354E0	-8.503235877E-4	4.689857364E-3	6.658363342E-2	6.675401151E-2
6.864717354E0	-8.077491075E-3	-4.799649119E-3	4.742813110E-2	4.834987191E-2
6.874717554E0	8.577700704E-3	4.811093211E-3	4.742813110E-2	4.843708483E-2
6.884717554E0	1.341020316E-2	-2.282753587E-3	5.460929871E-2	5.627805983E-2
6.894717554E0	-1.538097858E-2	-1.182509959E-2	5.939674377E-2	6.248504344E-2
6.904717554E0	-3.312900662E-3	-7.008597255E-3	7.376194000E-2	7.416818414E-2
6.914717554E0	-9.699389338E-4	1.472532749E-4	6.418514252E-2	6.419263965E-2
6.924717354E0	1.399587840E-3	1.119375229E-4	7.376289368E-2	7.377625539E-2
6.934717354E0	-8.167587221E-3	-4.693642259E-3	6.897449493E-2	6.961480238E-2
6.944717354E0	-1.060540229E-2	4.970639944E-3	4.263687134E-2	4.421633880E-2
6.954717354E0	-7.775101811E-3	2.846524119E-3	4.742145538E-2	4.813885477E-2
6.964717354E0	4.284106195E-3	-1.896396279E-3	6.178665161E-2	6.196402345E-2
6.974717354E0	1.838095486E-3	1.483619213E-2	7.854652405E-2	7.995653589E-2
6.984717554E0	-7.712364197E-3	7.689148188E-3	5.699825287E-2	5.802934078E-2
6.994717554E0	2.396892756E-3	7.346600294E-3	5.221843719E-2	5.278714629E-2
7.004717554E0	-1.919492334E-2	5.039751530E-3	9.531211853E-2	9.735627415E-2
7.014717554E0	-2.875202894E-2	2.567231655E-3	8.573627472E-2	9.046534502E-2
7.024717554E0	-1.719381660E-3	-1.198919117E-2	6.898498535E-2	7.004016835E-2
7.034717354E0	3.516331315E-3	-1.426208019E-2	5.701351166E-2	5.887539409E-2
7.044717354E0	-3.710489720E-3	-2.203851938E-3	5.222320557E-2	5.240122038E-2
7.054717354E0	-5.678530782E-3	-1.393158734E-2	7.137489319E-2	7.294319855E-2
7.064717354E0	1.141795889E-2	-1.116365194E-2	7.137012482E-2	7.313474979E-2
7.074717354E0	1.880010962E-2	1.354461908E-2	6.656932831E-2	7.048671009E-2
7.084717354E0	2.049453557E-3	1.357115805E-2	6.417560577E-2	6.562686163E-2
7.094717354E0	-2.781920135E-3	-1.032723486E-2	7.375144958E-2	7.452293053E-2
7.104717354E0	-1.951298118E-2	8.730590343E-3	4.981136322E-2	5.420471887E-2
7.114717354E0	-2.734940499E-3	-8.063569665E-3	4.741764069E-2	4.817606982E-2
7.124717554E0	4.475083202E-3	1.347623765E-2	5.938911438E-2	6.106310062E-2
7.134717554E0	-7.469277829E-3	8.767619729E-3	4.741573334E-2	4.879460047E-2
7.144717554E0	-5.065165460E-3	1.118868589E-2	7.854080200E-2	7.949528396E-2
7.154717554E0	4.932060838E-3	-1.293212175E-3	6.897449493E-2	6.916269640E-2
7.164717554E0	2.820491791E-4	7.525980473E-4	6.898212433E-2	6.898680622E-2
7.174717354E0	-2.216752619E-3	-1.607760787E-3	7.376956940E-2	7.382037832E-2
7.184717354E0	-9.433306754E-3	-6.369933486E-3	5.222034454E-2	5.344649393E-2
7.194717354E0	3.053195775E-3	3.408014774E-3	5.700778961E-2	5.719112384E-2
7.204717354E0	-6.504591554E-3	5.767598748E-3	4.743194580E-2	4.822203220E-2
7.214717354E0	1.293431595E-2	-8.759260178E-3	5.701255798E-2	5.911389799E-2
7.224717354E0	5.656611174E-3	7.972761989E-3	4.504299164E-2	4.609157493E-2
7.234717554E0	-8.805118501E-3	-1.499831676E-3	7.137584686E-2	7.193254564E-2
7.244717554E0	-1.656450331E-3	3.314778209E-3	6.419277191E-2	6.429963879E-2
7.254717554E0	7.937408984E-3	1.777711511E-2	7.855701447E-2	8.093350854E-2
7.264717554E0	-1.673758030E-3	-6.138950586E-3	3.785419464E-2	3.838526061E-2
7.274717554E0	-1.726686954E-3	-1.556673646E-2	7.137012482E-2	7.306845727E-2
7.284717354E0	7.763288915E-3	1.235663891E-3	5.939769745E-2	5.991562386E-2
7.294717354E0	9.661644697E-3	-7.533729076E-4	5.699348450E-2	5.781152328E-2
7.304717354E0	-1.185886562E-2	-1.508267224E-2	4.741668701E-2	5.115136267E-2
7.314717354E0	-2.255339175E-3	4.106611013E-3	5.459880829E-2	5.479945871E-2
7.324717354E0	4.812773317E-3	1.807495952E-3	7.135581970E-2	7.154077742E-2
7.334717354E0	-2.154770494E-2	1.772493124E-3	6.656837463E-2	6.999138391E-2
7.344717354E0	-2.508025616E-3	-5.265474319E-4	5.220031738E-2	5.226318570E-2
7.354717354E0	-8.775293827E-5	6.735756993E-3	6.656455994E-2	6.690454964E-2
7.364717354E0	1.238264143E-2	9.234443307E-3	7.135391235E-2	7.300675010E-2
7.374717554E0	5.165118724E-3	4.471883178E-3	7.135295868E-2	7.167929201E-2
7.384717554E0	5.182124674E-3	1.893401146E-2	5.938148499E-2	6.254208155E-2
7.394717554E0	1.218905300E-2	6.496056914E-3	4.741668701E-2	4.938738681E-2
7.404717554E0	-9.712006897E-3	3.719300032E-3	6.178665161E-2	6.265577857E-2
7.414717554E0	-9.800110012E-3	1.098850369E-2	8.093833923E-2	8.226666474E-2
7.424717354E0	-2.660316601E-2	-2.244286239E-2	6.417751312E-2	7.300797015E-2
7.434717354E0	-6.904382259E-3	-3.271535039E-3	5.699729919E-2	5.750709131E-2
7.444717354E0	2.436824143E-4	-1.521657407E-2	4.023742676E-2	4.301922849E-2
7.454717354E0	6.681792438E-4	-5.264565349E-3	5.699253082E-2	5.723906604E-2
7.464717354E0	-1.699313521E-3	-4.404932261E-4	7.135677338E-2	7.137836372E-2
7.474717354E0	5.751203746E-3	3.102190793E-2	5.938243866E-2	6.724365499E-2
7.484717554E0	3.373444080E-3	2.393613756E-2	7.613945007E-2	7.988450828E-2
7.494717554E0	1.292582229E-2	-5.425855517E-3	7.614994049E-2	7.742951780E-2
7.504717554E0	9.102970362E-4	6.588339806E-3	5.699539185E-2	5.738213619E-2
7.514717554E0	1.038226858E-2	9.016185999E-3	7.375431061E-2	7.502520539E-2
7.524717554E0	-6.677351892E-3	8.661136031E-3	5.460548401E-2	5.568986613E-2
7.534717354E0	2.743389457E-3	-1.587057114E-2	4.503822327E-2	4.783139940E-2
7.544717354E0	1.185056195E-2	-6.493583322E-3	5.940437317E-2	6.092193361E-2
7.554717354E0	1.660485193E-2	-1.678928733E-3	6.898021698E-2	7.097048854E-2
7.564717354E0	-2.584051341E-3	2.237699926E-2	5.700588226E-2	6.129500820E-2
7.574717354E0	8.901547641E-3	-1.817584038E-3	4.264259338E-2	4.359967813E-2
7.584717354E0	1.667320728E-3	1.012654603E-2	6.419181824E-2	6.500704901E-2
7.594717354E0	1.786169782E-2	2.672240138E-3	6.179904938E-2	6.438403234E-2
7.604717354E0	1.304648444E-2	7.557064295E-3	6.179714203E-2	6.360980066E-2
7.614717354E0	1.006780565E-2	-4.563137889E-3	6.179714203E-2	6.277793960E-2
7.624717554E0	-1.378417760E-2	-2.254903316E-3	4.982757568E-2	5.174819262E-2
7.634717554E0	-1.142408699E-2	-7.017090917E-3	7.616329193E-2	7.733431558E-2
7.644717554E0	-1.865034923E-2	5.041375756E-3	5.221939087E-2	5.567868334E-2
7.654717554E0	7.642328739E-3	2.964884043E-4	5.940151215E-2	5.989184201E-2
7.664717554E0	-4.299934953E-3	-1.416459680E-2	7.616233826E-2	7.758754418E-2
7.674717354E0	5.285803229E-3	1.459233463E-2	7.616233826E-2	7.772758657E-2
7.684717354E0	7.653187960E-3	1.947715878E-2	7.137203217E-2	7.437673007E-2
7.694717354E0	7.548768073E-3	1.232849061E-2	6.179332733E-2	6.346172770E-2
7.704717354E0	2.193157189E-2	2.848848701E-3	7.136917114E-2	7.471725620E-2
7.714717354E0	-1.921992749E-2	2.482309937E-3	4.503726959E-2	4.902981876E-2
7.724717354E0	-9.748525918E-3	2.166949213E-2	5.940151215E-2	6.397765463E-2
7.734717554E0	-1.686989889E-2	1.403209567E-2	4.025650024E-2	4.584843519E-2
7.744717554E0	-1.426605880E-2	6.405711174E-3	5.702400208E-2	5.912943753E-2
7.754717554E0	-9.127441794E-3	1.158162951E-3	6.182193756E-2	6.250282793E-2
7.764717554E0	8.124150336E-3	5.959570408E-4	4.507541656E-2	4.580556912E-2
7.774717554E0	-8.348327130E-3	2.652853727E-3	4.747676849E-2	4.827810834E-2
7.784717354E0	3.935962915E-3	1.671630144E-2	6.903266907E-2	7.113674112E-2
7.794717354E0	1.121612266E-2	-2.934181690E-2	7.861995697E-2	8.466310448E-2
7.804717354E0	2.309907414E-2	-2.918943763E-3	6.425285339E-2	6.834117813E-2
7.814717354E0	8.053544909E-3	-4.937544465E-3	5.227088928E-2	5.311765053E-2
7.824717354E0	-6.372630596E-3	-7.297456264E-3	6.663513184E-2	6.733575635E-2
7.834717554E0	-6.755009294E-3	2.677261829E-3	4.986763000E-2	5.039422987E-2
7.844717554E0	5.242723972E-3	-9.258076549E-3	6.662559509E-2	6.746975661E-2
7.854717554E0	2.804309130E-3	-1.156491041E-2	5.465316772E-2	5.593371117E-2
7.864717554E0	-4.415437579E-3	-4.224896431E-3	5.704402924E-2	5.737043760E-2
7.874717754E0	3.141202033E-4	-1.331195235E-3	7.379436493E-2	7.380703928E-2
7.884717754E0	-4.518114030E-3	1.312151551E-2	5.942821503E-2	6.102704536E-2
7.894717754E0	2.895713411E-2	8.376434445E-3	6.900310516E-2	7.530012478E-2
7.904717754E0	1.642531157E-2	-1.550374925E-2	5.463409424E-2	5.911887477E-2
7.914717754E0	-5.723308772E-3	-8.761137724E-4	3.068447113E-2	3.122596047E-2
7.924717554E0	-5.767539144E-3	3.999650478E-3	6.180667877E-2	6.220391670E-2
7.934717554E0	3.384336829E-3	4.308968782E-3	7.855892181E-2	7.874976282E-2
7.944717554E0	-1.082968339E-2	9.065046906E-3	7.377243042E-2	7.511210693E-2
7.954717554E0	-2.286163345E-2	4.311114550E-3	6.658840179E-2	7.053548927E-2
7.964717554E0	1.167666167E-3	9.188756347E-3	7.137584686E-2	7.197435795E-2
7.974717554E0	5.868371576E-3	-5.089670420E-3	4.503726959E-2	4.570227765E-2
7.984717754E0	-6.146192551E-3	-2.651959658E-3	4.503631592E-2	4.553106988E-2
7.994717754E0	1.782129332E-2	-1.783221960E-4	4.024696350E-2	4.401645562E-2
8.004717754E0	-6.565809250E-3	-1.705865562E-2	6.658267975E-2	6.904607755E-2
8.014717754E0	7.791418582E-3	1.224200428E-2	4.741859436E-2	4.958927266E-2
8.024717754E0	7.650312036E-3	2.812474966E-3	2.586841583E-2	2.712217225E-2
8.034717554E0	7.589358836E-3	2.918314934E-2	6.417465210E-2	7.090585692E-2
8.044717554E0	-1.669345424E-2	-1.213756204E-2	5.700111389E-2	6.062275820E-2
8.054717554E0	2.476572990E-3	1.668971777E-2	4.742240906E-2	5.033453063E-2
8.064717554E0	-7.136899978E-3	-1.961830258E-2	3.545856476E-2	4.114757529E-2
8.074717554E0	-2.154638246E-2	1.877611876E-2	5.700492859E-2	6.376794740E-2
8.084717554E0	-1.389497146E-2	1.137304306E-2	7.616424561E-2	7.825221178E-2
8.094717554E0	8.300319314E-3	-1.056794822E-2	8.096218109E-2	8.206979711E-2
8.104717554E0	-3.644529730E-3	6.227031350E-3	7.138538361E-2	7.174908716E-2
8.114717554E0	-3.220643848E-3	1.349404454E-3	5.941867828E-2	5.952119596E-2
8.124717754E0	3.927417099E-3	8.557930589E-3	6.181144714E-2	6.252453742E-2
8.134717554E0	-5.345586687E-3	-6.135731936E-3	5.463695526E-2	5.523965409E-2
8.144717554E0	1.924905926E-3	1.310737431E-2	7.618236542E-2	7.732568347E-2
8.154717554E0	1.943983138E-3	8.284509182E-3	5.463600159E-2	5.529470890E-2
8.164717554E0	6.750863045E-3	1.303821802E-2	5.942535400E-2	6.121226984E-2
8.174717354E0	-5.139835179E-3	-6.140291691E-3	5.463790894E-2	5.522157351E-2
8.184717354E0	-1.229586825E-2	-6.104394794E-3	4.984951019E-2	5.170518038E-2
8.194717554E0	-2.631191164E-3	1.074449718E-2	5.942535400E-2	6.044617511E-2
8.204717554E0	-5.008410662E-3	6.053045392E-3	5.224037170E-2	5.282783330E-2
8.214717554E0	2.403529733E-2	-1.475155354E-3	6.182479858E-2	6.634890595E-2
8.224717554E0	-7.381435484E-3	5.900561810E-4	6.422328949E-2	6.464877933E-2
8.234717754E0	1.162209734E-2	-2.236023545E-3	7.141304016E-2	7.238712077E-2
8.244717754E0	-9.959734976E-3	-1.661910117E-2	5.704784393E-2	6.024821443E-2
8.254717754E0	-7.609762251E-3	2.276599407E-4	5.704593658E-2	5.755170885E-2
8.264717754E0	-7.706120610E-3	-1.172719896E-2	7.380485535E-2	7.512701354E-2
8.274717754E0	-5.223341286E-3	-4.498958588E-3	5.225658417E-2	5.270933989E-2
8.284717554E0	-7.668361068E-3	-9.314045310E-3	4.507446289E-2	4.666114450E-2
8.294717554E0	2.250812948E-3	-3.949984908E-3	5.703639984E-2	5.721730024E-2
8.304717554E0	9.593788534E-3	-3.491148353E-3	4.505825043E-2	4.620037691E-2
8.314717554E0	-1.644343138E-5	1.279622316E-3	5.942440033E-2	5.943817846E-2
8.324717554E0	2.868851833E-2	-5.341798067E-3	5.701923370E-2	6.405278216E-2
8.334717554E0	1.389900595E-2	-1.465325058E-2	4.743576050E-2	5.155629441E-2
8.344717554E0	1.590443403E-2	2.389380336E-2	7.376575470E-2	7.915334122E-2
8.354717554E0	-1.040525734E-2	-2.406731248E-3	7.615947723E-2	7.690466636E-2
8.364717554E0	-1.996396109E-2	-2.159516513E-2	6.897735596E-2	7.498524211E-2
8.374717754E0	-2.233103663E-2	-9.588196874E-3	6.658267975E-2	7.087920681E-2
8.384717754E0	-1.016488299E-2	4.655718803E-4	4.981613159E-2	5.084474968E-2
8.394717754E0	-1.727806777E-2	-9.074985981E-3	5.220985413E-2	5.573828006E-2
8.404717754E0	-6.999082863E-3	1.303662360E-2	6.417465210E-2	6.585838358E-2
8.414717754E0	-1.648811251E-2	1.787047088E-2	6.417465210E-2	6.862650768E-2
8.424717554E0	2.613544464E-3	-1.266241074E-3	5.938625336E-2	5.945722049E-2
8.434717554E0	8.175499737E-3	1.066474617E-2	7.375526428E-2	7.496942454E-2
8.444717554E0	2.730487287E-2	-1.814462245E-2	7.136249542E-2	7.853272668E-2
8.454717554E0	3.379795700E-3	-3.682464361E-3	4.981327057E-2	5.006341466E-2
8.464717554E0	-3.724876791E-3	-5.925893784E-3	5.699253082E-2	5.742072356E-2
8.474717554E0	9.420663118E-4	8.928582072E-3	5.937862396E-2	6.005354320E-2
8.484717754E0	-1.102020591E-2	1.772522926E-3	6.656074524E-2	6.749014434E-2
8.494717554E0	9.773559868E-4	1.138520241E-2	5.458927155E-2	5.577245401E-2
8.504717554E0	-1.504447311E-3	4.289180040E-3	6.416416168E-2	6.432495683E-2
8.514717554E0	-3.879185766E-3	1.860633492E-3	8.092403412E-2	8.103832018E-2
8.524717554E0	5.655549467E-3	-1.498706639E-2	6.655979156E-2	6.846023117E-2
8.534717354E0	8.346848190E-4	2.219557762E-3	5.218696594E-2	5.224081306E-2
8.544717354E0	1.042060927E-2	-7.330596447E-3	5.697441101E-2	5.838159172E-2
8.554717354E0	1.755904779E-2	-1.446993649E-2	5.936813354E-2	6.357888409E-2
8.564717354E0	8.078671992E-3	7.105842233E-3	6.655025482E-2	6.741434826E-2
8.574717354E0	3.238148987E-3	-9.636670351E-3	4.739665985E-2	4.847467782E-2
8.584717354E0	-1.117009297E-2	2.377942204E-3	5.457878113E-2	5.576081900E-2
8.594717354E0	7.667690516E-4	-9.566858411E-3	6.415462494E-2	6.486854874E-2
8.604717354E0	-1.145491004E-2	-1.156127453E-2	5.696392059E-2	5.924328048E-2
8.614717354E0	-1.973193139E-3	3.822445869E-4	4.978179932E-2	4.982235588E-2
8.624717554E0	-4.236470908E-3	-1.921966672E-3	6.653881073E-2	6.670123668E-2
8.634717554E0	7.113590837E-4	-8.557900786E-3	6.413650513E-2	6.470884783E-2
8.644717554E0	5.572199821E-3	3.870785236E-3	4.736995697E-2	4.785337201E-2
8.654717554E0	-2.312304825E-2	1.346579194E-2	6.652355194E-2	7.170345791E-2
8.664717554E0	1.559575275E-2	3.992229700E-3	7.849502563E-2	8.012886154E-2
8.674717354E0	-1.119870692E-3	4.081085324E-3	4.976367950E-2	4.994329951E-2
8.684717354E0	-5.951639265E-3	6.562843919E-3	5.215549469E-2	5.290263279E-2
8.694717354E0	1.340254024E-2	-1.541137695E-2	6.173992157E-2	6.503042780E-2
8.704717354E0	-1.538001373E-2	1.364946365E-3	7.131671906E-2	7.296905041E-2
8.714717354E0	-2.732490003E-2	-3.387823701E-3	5.455684662E-2	6.111118575E-2
8.724717354E0	6.220042706E-3	-8.140623569E-3	4.737377167E-2	4.846888616E-2
8.734717554E0	6.487369537E-3	2.332197130E-2	5.694580078E-2	6.187749619E-2
8.744717554E0	-8.008182049E-4	1.851603389E-3	6.173229218E-2	6.176524623E-2
8.754717554E0	1.347637177E-2	1.894146204E-3	1.384735107E-2	1.941518781E-2
8.764717554E0	8.758321404E-3	3.305521607E-2	4.497241974E-2	5.649667283E-2
8.774717554E0	8.618019521E-3	1.097019017E-2	7.371139526E-2	7.501989819E-2
8.784717354E0	8.357178420E-3	1.990263164E-2	7.611465454E-2	7.911635617E-2
8.794717354E0	7.950101048E-3	1.432743669E-2	6.176090240E-2	6.389748520E-2
8.804717354E0	-1.643658429E-2	-5.455702543E-3	3.543376923E-2	3.943954862E-2
8.814717354E0	-1.180261001E-2	-3.738984466E-3	4.262733459E-2	4.438886417E-2
8.824717354E0	-1.895908639E-2	5.873426795E-3	8.572196960E-2	8.798977311E-2
8.834717354E0	9.843807667E-3	5.778312683E-3	8.093547821E-2	8.173641220E-2
8.844717354E0	-1.166751236E-2	-3.823906183E-3	6.657123566E-2	6.769403607E-2
8.854717354E0	2.706393600E-3	1.535609365E-2	5.699443817E-2	5.908891741E-2
8.864717354E0	-1.882068813E-3	-4.179880023E-3	5.700206757E-2	5.718609347E-2
8.874717554E0	1.243827865E-2	1.266661286E-2	7.376003265E-2	7.586630526E-2
8.884717554E0	-9.075265378E-3	2.643182874E-3	4.982566833E-2	5.071433804E-2
8.894717554E0	2.912502736E-3	3.459602594E-4	3.785228729E-2	3.796574790E-2
8.904717554E0	-8.953001350E-3	-2.546221018E-3	6.898689270E-2	6.961200212E-2
8.914717554E0	9.705908597E-4	2.355033159E-2	5.941677094E-2	6.392114543E-2
8.924717354E0	-3.659006208E-3	-2.005983889E-2	6.421470642E-2	6.737443123E-2
8.934717354E0	-1.086912304E-2	-3.204435110E-3	3.787612915E-2	3.953488838E-2
8.944717354E0	-8.465588093E-3	1.837016642E-2	6.660556793E-2	6.960912926E-2
8.954717354E0	-1.287242025E-2	1.096585393E-2	9.055328369E-2	9.211865361E-2
8.964717354E0	6.681770086E-3	2.024245262E-2	6.661891937E-2	6.994628909E-2
8.974717354E0	6.708864123E-3	-1.324057579E-2	4.746532440E-2	4.973206939E-2
8.984717554E0	1.646132395E-2	-4.169330001E-3	6.423473358E-2	6.644139897E-2
8.994717554E0	6.903402507E-3	-1.809701324E-3	6.662940979E-2	6.701052331E-2
9.004717554E0	1.393029094E-2	-1.846894622E-3	5.465888977E-2	5.643632036E-2
9.014717554E0	-1.215498894E-3	-4.139110446E-3	3.789329529E-2	3.813805843E-2
9.024717554E0	-6.603308022E-3	-1.584762335E-2	5.703926086E-2	5.956700532E-2
9.034717354E0	-1.383007690E-2	3.349259496E-3	8.098030090E-2	8.222102955E-2
9.044717354E0	-4.243545234E-3	-1.412242651E-3	5.464363098E-2	5.482634870E-2
9.054717354E0	-1.152179390E-2	-1.440003514E-3	8.097934723E-2	8.180757925E-2
9.064717354E0	1.032838225E-2	-1.128003001E-3	6.900501251E-2	6.978280320E-2
9.074717354E0	2.464156970E-2	-1.155197620E-3	7.858181000E-2	8.236286968E-2
9.084717354E0	5.399830639E-3	1.569086313E-2	5.224323273E-2	5.481529643E-2
9.094717354E0	1.732635498E-2	1.412853599E-3	4.745292664E-2	5.053690709E-2
9.104717354E0	5.189329386E-5	-1.302166283E-2	6.660461426E-2	6.786561011E-2
9.114717354E0	-1.440839842E-2	-2.023196220E-2	5.224037170E-2	5.784453886E-2
9.124717554E0	-1.438088715E-2	-1.042276621E-3	7.139301300E-2	7.283445998E-2
9.134717554E0	4.904326051E-3	6.739139557E-3	6.659507751E-2	6.711462408E-2
9.144717554E0	-6.980024278E-3	-2.748444676E-3	6.898880005E-2	6.939545532E-2
9.154717554E0	2.508442849E-3	1.409743726E-2	4.504489899E-2	4.726598087E-2
9.164717554E0	-4.656251520E-3	1.180052757E-2	5.222511292E-2	5.374379544E-2
9.174717354E0	-4.698466510E-3	6.923869252E-3	7.377433777E-2	7.424734653E-2
9.184717354E0	2.763092518E-3	-5.454808474E-3	5.462932587E-2	5.497047262E-2
9.194717354E0	2.789217979E-3	1.373441517E-2	4.984092712E-2	5.177385357E-2
9.204717354E0	-2.348675951E-2	-3.480032086E-3	8.336734772E-2	8.668248474E-2
9.214717354E0	-4.358254373E-3	6.105422974E-3	7.857990265E-2	7.893713747E-2
